audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
19622,16957,current_status,GW3JT0,LG2PP1,2024-05-19T17:58:59,system
19623,100900,notes,VI4GYB,HJ0H9Q,2026-01-08T23:13:09,support
19624,54879,current_status,WUSTL5,K3DWRH,2024-08-19T15:31:42,ops
19625,63539,notes,WH5G8J,HWCCXN,2024-08-08T19:43:29,support
19626,54802,shipping_address,VNG2YG,2WMCK2,2024-11-18T14:07:55,ops
19627,119810,customer_phone,TG45O1,A78UAI,2024-12-14T11:02:50,support
19628,24707,order_total,G75SGP,XE7478,2024-12-24T15:47:22,system
19629,32060,customer_phone,GRRHGD,BYT7LM,2025-03-19T11:49:38,support
19630,30261,order_total,FROY6P,P6L4Z4,2024-10-19T03:57:20,system
19631,36773,current_status,NXDYIV,RMH66Y,2024-03-21T03:19:57,ops
19632,33344,customer_phone,YUP697,E6PEI4,2024-05-27T09:30:30,ops
19633,67336,order_total,RSI26W,ES67QX,2024-10-25T09:35:52,system
19634,22037,notes,6TZ6N9,1OD7PO,2025-03-05T12:28:19,system
19635,38985,shipping_address,QTBP3L,NQ5Y1Y,2025-12-18T18:59:25,ops
19636,67357,current_status,YV4Y7R,397LOO,2025-06-27T07:47:02,ops
19637,41346,customer_phone,V6CH15,I9VGA8,2024-09-22T12:25:55,system
19638,48283,shipping_address,C9YXNQ,1CC1E1,2024-04-10T15:35:00,system
19639,72249,customer_phone,VWITF8,EM9NW1,2025-10-26T06:12:37,support
19640,68921,shipping_address,38MMTO,BOPKT7,2024-03-17T09:41:55,system
19641,47893,order_total,RAOGDH,CA6Y3U,2025-07-26T13:36:14,system
19642,46813,current_status,TF1T7G,RK0ZKQ,2024-06-07T02:29:08,ops
19643,100966,notes,ML0HR6,F0PPJ9,2024-03-28T18:52:39,ops
19644,114133,order_total,ASL1RG,FV82AI,2024-08-12T04:44:43,system
19645,75552,customer_phone,0HL003,FQLD4L,2025-09-15T08:09:25,system
19646,80893,order_total,VRVI8I,GZI29H,2025-02-04T19:57:07,system
19647,94303,current_status,3NOJTS,2JUDCJ,2025-03-12T00:01:19,support
19648,83011,customer_phone,C2B06P,DEVFCN,2024-08-09T08:30:04,system
19649,34390,notes,QHDZ5I,2ZTZJ8,2025-02-22T02:49:58,support
19650,89325,notes,K2TIIR,9EX1HP,2025-08-02T07:40:02,ops
19651,82216,shipping_address,CK9DBQ,A3CD62,2025-06-03T07:09:27,ops
19652,59988,notes,7OWLTE,LT9TH8,2024-04-05T19:52:08,ops
19653,33050,shipping_address,79HDX9,0P6YT6,2024-07-21T03:53:06,system
19654,102719,current_status,STL9CU,BR692D,2025-01-18T19:49:57,support
19655,103660,order_total,UP5542,53A38I,2024-12-27T09:07:30,support
19656,42900,order_total,5OPX71,XUY8WX,2026-01-23T17:59:03,support
19657,116563,customer_phone,H9DO32,215KXT,2024-09-09T13:30:21,support
19658,72196,shipping_address,6GIFOP,22GDTQ,2025-08-27T16:35:33,support
19659,10130,notes,I58EH9,UKUO4P,2025-12-02T01:36:56,support
19660,18355,notes,BGHFSW,IPIWSU,2024-07-23T11:26:39,system
19661,8984,order_total,3UD5ZE,HDK7Q5,2025-12-25T01:26:45,ops
19662,24829,notes,QHGCWF,3BMT2X,2024-10-09T19:25:41,ops
19663,75803,current_status,56NMSS,PRAOQR,2024-12-21T14:11:53,support
19664,42598,order_total,63JSYX,7E4YSH,2026-01-21T15:18:44,support
19665,7057,order_total,G46POX,0DC9UT,2025-07-28T07:03:51,support
19666,70661,shipping_address,4QC6F3,LZC47G,2025-06-12T00:00:02,system
19667,23018,customer_phone,U8U95G,1GQZWW,2025-09-26T12:52:24,support
19668,65575,order_total,WVO2YT,XIM8HE,2024-12-11T13:26:25,system
19669,77111,customer_phone,MXOOQI,SXW309,2025-10-08T04:09:43,ops
19670,45968,shipping_address,OYQY3S,0042ZS,2024-03-03T16:18:37,ops
19671,54522,order_total,D6ZTLL,UBM8X6,2024-04-21T23:16:43,system
19672,24825,shipping_address,5KMB8E,SCCPF5,2024-02-07T12:59:39,ops
19673,99948,order_total,N6N4YC,IDUQKC,2026-01-27T16:45:38,system
19674,36372,customer_phone,M00Z2Y,RDYMEE,2024-07-17T00:09:13,ops
19675,8621,shipping_address,MFXR7Q,7X5DHA,2024-05-17T12:46:28,support
19676,73203,order_total,WSJK01,9XUYFD,2024-02-11T15:19:07,ops
19677,19405,shipping_address,TF83YQ,1W9IN3,2024-10-29T05:45:26,ops
19678,83101,order_total,XQ9N2T,YIDIS7,2025-06-25T21:34:02,support
19679,114925,shipping_address,4ADHXH,GVFBGR,2024-10-27T00:15:57,support
19680,93028,notes,62D3ZH,K0G015,2025-09-10T17:07:08,ops
19681,4601,order_total,095ZVG,H4BETS,2024-09-25T06:44:35,support
19682,117653,shipping_address,4UC4VQ,8PUCUR,2025-11-29T00:00:24,support
19683,95954,current_status,0WG9J2,81KP7G,2025-04-28T09:19:51,ops
19684,1178,shipping_address,5N5ULC,CVG7ZI,2024-01-26T15:08:31,system
19685,110922,notes,JFALPS,LQNU39,2025-07-03T18:12:35,ops
19686,62093,customer_phone,6ZH9PZ,IOBLL7,2025-03-10T04:43:01,support
19687,83202,notes,X8BQS1,08JKFO,2025-07-03T00:00:32,support
19688,12111,shipping_address,9EE3GO,SCQIMY,2025-03-20T09:42:09,ops
19689,108653,shipping_address,HEVMKZ,7ETNNB,2024-04-01T21:57:56,system
19690,59509,customer_phone,Z4OMTO,3UXZ1Z,2025-05-24T22:24:18,system
19691,10770,shipping_address,RXRIHB,BW0Q7Y,2024-11-26T06:45:38,ops
19692,1953,customer_phone,8MMYB4,OYD7PV,2025-02-21T03:25:24,system
19693,85558,shipping_address,WKT0IU,KSMVUD,2025-09-29T22:25:58,support
19694,118891,shipping_address,EG8WKB,Y9QHRC,2024-12-24T15:05:52,system
19695,25769,shipping_address,Y1SY5M,9YI48B,2024-10-19T05:58:06,ops
19696,10888,current_status,N4JXNF,Z61M25,2025-12-08T20:26:10,system
19697,64929,notes,YB1MBG,EVXKD0,2024-08-23T21:33:28,system
19698,101501,notes,1EPYHP,5F4AV1,2024-09-05T14:21:43,ops
19699,72798,shipping_address,4YXMD8,0PS1E0,2024-05-14T05:22:26,support
19700,22365,notes,VQI33T,CBMWQM,2025-07-06T03:03:19,system
19701,64906,notes,HSXQV3,SSNH68,2024-05-26T18:40:43,ops
19702,7870,notes,FL32DR,Z6F6OY,2024-11-13T03:58:23,support
19703,44686,current_status,QHUU3G,KFDG9C,2026-01-05T22:27:36,support
19704,33954,notes,9XA7KF,74CYSX,2025-04-23T04:57:48,system
19705,63158,current_status,D5H8Q8,HQKVA6,2024-06-03T04:41:12,system
19706,74673,order_total,IBNSKA,Z5ODD1,2026-02-05T06:54:37,system
19707,52319,shipping_address,0PY37J,WUWUUM,2024-02-04T21:42:26,system
19708,45231,customer_phone,DHE0S3,B48ZFC,2025-06-01T11:49:25,ops
19709,119979,notes,LXWV08,1Z55A6,2025-09-21T06:16:47,system
19710,20370,order_total,Y50RO3,JX8F87,2025-03-11T09:53:58,ops
19711,60684,notes,Y7F8HS,7TBQJ3,2025-12-04T05:05:18,ops
19712,110453,current_status,QOB4OP,AJ71BN,2025-03-23T08:45:33,support
19713,87269,customer_phone,34MVPM,5VPZA6,2025-12-07T09:25:56,system
19714,115341,shipping_address,67EO5P,6XF80R,2024-05-05T12:22:17,ops
19715,97691,order_total,1HZAN1,6Y58HV,2024-02-03T06:15:59,ops
19716,16370,shipping_address,VQ982K,0DLJC5,2025-08-21T03:42:03,support
19717,24986,order_total,GMJFWK,PFY95R,2025-10-26T17:42:50,system
19718,107499,customer_phone,3W1L1G,TDIFG3,2025-02-22T23:32:53,ops
19719,111128,customer_phone,P1VJWA,U8NZAC,2025-09-26T19:05:01,ops
19720,111899,current_status,HREIH4,22ACDI,2025-04-29T21:13:15,ops
19721,2404,order_total,F43G5N,QDTRMT,2025-11-06T01:12:09,system
19722,69079,customer_phone,3W8BDX,7RC47K,2024-12-24T20:26:17,ops
19723,93312,shipping_address,KHWIZQ,NDFOLF,2026-01-12T02:33:08,system
19724,63499,order_total,FYBLXC,FF5721,2025-04-09T19:33:26,system
19725,67706,customer_phone,7D6FNO,QV4DW8,2024-05-15T12:37:21,system
19726,41912,shipping_address,NDW7PR,5YDJZZ,2025-12-11T05:51:29,ops
19727,116576,order_total,74ZWFW,ZN6UD0,2024-02-24T19:52:46,system
19728,97585,shipping_address,C01YVO,ZK7PM0,2025-10-29T03:42:35,system
19729,1348,order_total,Q6EZVZ,12779T,2024-07-10T20:56:04,support
19730,933,notes,58DJAP,5JZNCU,2024-07-03T19:55:12,support
19731,91144,current_status,KWPPL2,WUY2P6,2024-06-10T17:45:26,ops
19732,95139,order_total,MGQPRK,IAQ3X0,2024-11-17T20:27:30,system
19733,113394,order_total,FMI3VC,3W6HQB,2025-01-30T01:35:20,support
19734,81446,shipping_address,YC85EQ,G68K74,2024-05-15T00:51:35,system
19735,33419,notes,SC7TE3,Q2QCRW,2024-09-10T16:38:08,support
19736,96177,current_status,J4L1HL,RKJ5FG,2025-02-18T18:36:36,system
19737,52285,order_total,D4ISL2,VZ13AA,2024-10-14T05:43:40,ops
19738,73029,shipping_address,LJ5NBL,2062UG,2025-06-07T01:29:12,ops
19739,64399,order_total,98QJCD,EQ5HOR,2024-07-27T16:36:20,ops
19740,94167,order_total,PT8IX4,FRS41Q,2024-11-25T10:46:45,support
19741,99887,notes,6N3DTF,R332E0,2026-01-16T08:22:28,support
19742,78584,current_status,ITAY17,79CNL0,2024-10-11T06:13:29,ops
19743,96124,shipping_address,JUG5OL,CVT3RY,2024-10-31T02:09:04,system
19744,86537,current_status,3M2YM3,XGOSZB,2024-09-16T17:40:08,support
19745,76179,order_total,W55JVU,DSQGOO,2025-06-16T17:41:42,ops
19746,71571,notes,NKFC2L,QP5O9H,2024-04-26T22:11:21,system
19747,7032,shipping_address,3FYNCA,48HR0P,2024-01-15T17:14:34,system
19748,63445,current_status,4OK3AH,QWAEHK,2024-05-21T02:41:58,ops
19749,41385,order_total,UCTGG7,7J7A25,2024-02-19T20:17:55,ops
19750,61216,current_status,47BWK3,5EFSTO,2025-10-24T04:45:21,support
19751,54589,shipping_address,XIG0X3,KZ2DYF,2024-10-23T15:42:51,ops
19752,7818,shipping_address,SK7FZB,DMZN00,2024-05-23T02:51:41,ops
19753,45755,shipping_address,APPG2T,LMJW4T,2024-05-14T04:26:59,system
19754,40082,customer_phone,Z48KNP,YVDN24,2025-12-21T07:26:32,system
19755,21576,shipping_address,3MVUIF,SAF6MG,2024-07-30T02:57:46,ops
19756,59322,shipping_address,AC6K89,K6SJUC,2025-11-08T20:15:12,support
19757,79668,shipping_address,LAXWOE,0G3FNB,2024-01-26T00:08:52,support
19758,21761,shipping_address,SORQ4I,PS2MV6,2024-06-12T13:20:41,ops
19759,54280,current_status,XMQWIM,A0EWY4,2024-10-27T07:37:18,support
19760,83657,shipping_address,9LWYDC,100HLS,2024-11-19T16:28:08,support
19761,99721,customer_phone,PPMMMG,QHJIGB,2025-05-25T21:58:23,support
19762,104379,current_status,KS214G,F6IKDC,2024-11-25T23:11:23,support
19763,49243,notes,67B0I1,JH8M7E,2024-02-16T20:56:29,system
19764,66634,shipping_address,4FFISF,KAJB94,2024-12-10T20:32:13,ops
19765,110813,current_status,7K3LJ0,VPHCFT,2025-05-25T13:24:48,support
19766,18421,current_status,E34XBU,VBD56X,2025-03-29T11:43:36,support
19767,3133,current_status,S2QU2N,BZPK6N,2024-08-14T04:02:43,support
19768,104722,customer_phone,TKQYVH,M6X6YZ,2026-02-16T23:27:02,support
19769,81140,order_total,9VISBD,XTKIZ8,2024-12-03T03:29:34,support
19770,107665,current_status,L3V3FE,NIC5HT,2025-05-07T17:07:36,support
19771,99946,shipping_address,TL1KMJ,M6TW2J,2024-01-17T17:52:07,support
19772,8572,current_status,6OA80B,N2HZD1,2025-11-08T22:54:43,ops
19773,117172,notes,48GE9C,TF1UWY,2025-07-20T18:13:46,support
19774,35109,shipping_address,F9MXZF,R6FBSE,2024-07-22T06:10:55,ops
19775,115994,shipping_address,IQ4G0M,EDUC5V,2024-12-01T13:26:59,ops
19776,40691,current_status,KGIVRT,3TZF9C,2024-08-21T06:22:26,support
19777,34947,current_status,YDX1T3,TN1BZS,2025-12-21T21:53:38,system
19778,12285,current_status,5CIBI7,M50J5Z,2026-02-12T19:35:16,system
19779,51922,order_total,E9UY3H,69SNFY,2024-08-24T10:50:40,support
19780,91109,notes,R16BXS,52O52Q,2025-01-15T12:56:12,ops
19781,71199,shipping_address,77FV5N,MA079X,2024-05-10T10:42:05,ops
19782,98048,current_status,M8TWCC,6OFYNA,2024-12-22T12:04:20,system
19783,54813,notes,I1DJC2,FR65UF,2025-02-24T19:41:28,ops
19784,98053,notes,GF5ALH,ZUF9HH,2024-05-08T20:30:54,system
19785,48369,current_status,TRETPD,J48T3F,2025-09-29T15:04:18,ops
19786,71088,order_total,DBVCME,L46EWT,2024-08-04T23:23:23,support
19787,58647,shipping_address,ZUHIWC,6WF1RG,2025-10-27T11:11:00,system
19788,69436,order_total,UM02ZV,7DS9BX,2025-11-09T09:00:26,support
19789,70261,current_status,8X8C4A,ZQC466,2025-04-28T16:49:07,system
19790,21244,customer_phone,RM6FEC,KBIOTM,2024-03-07T10:39:35,system
19791,107302,current_status,U0G5ZG,3WITWH,2024-08-22T09:30:31,system
19792,60543,notes,1UKGJE,QXTUUV,2025-03-18T17:42:37,ops
19793,69692,order_total,DX0H9C,D5OGE3,2024-09-05T04:30:10,system
19794,43000,order_total,XNWKUO,UHG441,2024-02-14T01:07:54,support
19795,46086,order_total,H8LUBN,W37HFU,2024-09-05T23:29:46,system
19796,45568,customer_phone,9TG633,7COCJU,2025-01-20T07:35:26,ops
19797,84690,notes,2D2U7O,B0VW78,2024-12-03T17:44:53,ops
19798,17901,notes,HJ9V8F,4QSTL3,2024-08-04T04:53:01,support
19799,108170,customer_phone,G7U7A6,G3G8BU,2025-04-21T05:34:09,system
19800,108511,customer_phone,U4I6EU,0R5XRP,2025-03-25T07:46:01,support
19801,80375,notes,YDEEG2,VK84XQ,2024-05-21T11:12:47,support
19802,114223,order_total,EGHO3T,1K4PLM,2025-10-04T05:18:21,ops
19803,71110,shipping_address,3SKZB0,7DT4TX,2025-09-18T05:11:24,system
19804,93324,current_status,WIZ5TU,E7DTQE,2024-12-18T16:08:17,support
19805,69989,customer_phone,HU0BQR,2FPUEA,2024-01-23T01:06:21,support
19806,87015,customer_phone,K8UC6G,54RYFZ,2024-08-03T22:31:15,system
19807,19161,order_total,1JRVMH,A23H0Z,2024-04-03T13:07:18,system
19808,94954,notes,C4RW96,5810OH,2026-01-11T20:21:57,support
19809,2062,shipping_address,22VM82,372C6J,2024-07-11T01:51:18,system
19810,29653,current_status,6CURAG,Z2B1HT,2024-09-14T02:42:53,system
19811,27164,shipping_address,H11EG4,W5RBX6,2025-12-15T20:55:59,support
19812,111300,current_status,9JUHMU,XVGS8S,2026-01-17T23:37:46,support
19813,89165,notes,WTV5T1,PDKBGX,2024-02-24T03:44:49,support
19814,52468,current_status,VHPMVY,34WR0T,2024-03-15T19:58:35,ops
19815,46414,order_total,J120Y2,S9WVUF,2025-07-11T03:36:49,support
19816,13621,notes,ULCRCU,NJP32V,2024-06-01T14:58:51,support
19817,31159,notes,5FZUEU,ADBUSU,2026-02-13T12:22:48,ops
19818,23802,order_total,JBJ53J,L0WI6X,2025-01-02T21:51:18,system
19819,108610,current_status,4IVZXY,L7SJJX,2024-03-01T04:37:30,support
19820,106043,current_status,36Q85P,2PUX1Z,2025-03-20T10:54:38,ops
19821,12134,current_status,EF093Z,WW41OE,2025-03-31T13:09:09,ops
19822,95621,customer_phone,SQEDSS,DH5JOS,2024-05-13T09:00:43,system
19823,80479,customer_phone,OLYQXP,6NT0NN,2024-08-19T06:23:28,system
19824,108632,order_total,080APH,NS77XK,2025-05-27T08:05:14,system
19825,3123,notes,6OC3SO,GU47HX,2025-01-24T12:43:52,support
19826,26884,current_status,IXX7JW,KXPBYB,2026-02-05T12:56:13,support
19827,54630,shipping_address,PUFX1S,7YABXV,2025-02-10T04:01:46,support
19828,78411,order_total,FMZOFO,3WB8NH,2026-01-30T15:01:43,system
19829,64638,notes,AVOH1D,U5CKV5,2024-11-07T04:13:14,ops
19830,41001,customer_phone,XOF5C9,409YB4,2025-08-27T12:49:23,support
19831,19097,order_total,8DVW7A,CXV7PK,2024-03-11T16:16:00,support
19832,67206,shipping_address,ND7ZBH,KGN6AI,2024-09-28T16:47:47,system
19833,35560,notes,9WFHZ5,PDOVPE,2024-10-08T04:49:24,ops
19834,92469,order_total,Q8JJGT,EFYT9U,2024-07-15T10:45:37,support
19835,85796,notes,WEKPW8,WIHUZO,2024-08-19T23:25:07,support
19836,40617,shipping_address,C6YDQS,W4Z43A,2024-05-25T14:47:34,ops
19837,45748,notes,J1KN43,WX6FYO,2025-05-03T11:57:10,support
19838,42242,current_status,E5NKNI,3O6655,2026-01-19T02:12:46,system
19839,111102,current_status,7C20WM,CAGTYL,2024-05-14T10:34:59,ops
19840,118417,order_total,OPOGNH,L54XZF,2025-04-28T08:57:40,system
19841,98262,current_status,7ZTF29,PFS8WG,2025-02-09T06:54:38,support
19842,43915,shipping_address,LBFAUU,OGKYRQ,2025-04-08T01:14:10,system
19843,115282,order_total,I9QUPO,WIQRYB,2026-01-08T17:18:27,system
19844,74315,customer_phone,24XFHU,WSJJ1Q,2024-08-13T11:37:57,ops
19845,5094,notes,SF5EIQ,XRJAFE,2025-11-30T17:04:19,ops
19846,107349,current_status,5A6ZXP,U0TXBR,2024-12-16T04:40:45,support
19847,100763,shipping_address,U7RM8M,8GEVH8,2025-11-29T22:12:23,support
19848,1134,shipping_address,6JGDG7,C5S0KV,2025-07-11T00:37:31,system
19849,59189,customer_phone,P6F1Q7,YW80AT,2025-03-07T07:55:53,ops
19850,108403,order_total,LMP07U,M563IU,2024-09-01T03:57:31,ops
19851,104941,customer_phone,IRWZAC,AFSTCD,2025-01-18T22:26:06,ops
19852,4657,current_status,Z69A7O,RTPAHD,2025-04-06T19:06:54,ops
19853,11136,current_status,Z8KR9N,1FV3O9,2024-09-14T06:08:22,support
19854,57870,current_status,OWYWJ4,TSAMNE,2025-12-03T23:25:09,support
19855,10146,shipping_address,2Y8AV2,SRHWGZ,2025-10-31T16:32:35,ops
19856,84811,current_status,3P5POS,7B0L0X,2024-11-12T18:01:59,ops
19857,61580,customer_phone,Y99M3E,37JD38,2026-02-12T20:10:55,system
19858,97691,order_total,DYIEFJ,HZFO9E,2024-02-02T08:15:59,system
19859,5036,shipping_address,I5YC0S,LOJM7H,2024-03-14T07:43:27,support
19860,4947,customer_phone,AF09EW,3HEGLF,2025-02-23T12:04:05,system
19861,58626,current_status,BYJOB2,1J3EZN,2024-06-29T04:36:02,support
19862,76475,order_total,T282SD,2BH7N9,2024-07-26T14:17:09,system
19863,3533,order_total,O1NSJE,BTZ7ZI,2025-11-01T22:20:46,system
19864,62579,shipping_address,8X9BS0,9YAMW1,2026-01-21T12:53:39,support
19865,83364,customer_phone,HKHXU2,PS6LCY,2025-06-05T20:49:27,support
19866,91858,notes,OU9FFC,JI4XL4,2025-11-05T12:32:43,support
19867,81770,current_status,H37MK8,CO85CK,2025-03-30T01:08:06,system
19868,101740,notes,EY1TPB,ZJSOJV,2025-02-14T09:29:06,support
19869,49816,current_status,3Q8N1U,494VXW,2025-08-29T08:17:07,system
19870,6908,customer_phone,EGADIM,0BK2X1,2024-10-09T04:42:15,support
19871,54162,order_total,3VLYM7,HP6OX9,2025-02-18T11:52:23,support
19872,65826,shipping_address,UABLF7,4MQ1ZL,2026-01-29T19:24:23,ops
19873,4992,notes,GAQQAA,RF3OQZ,2024-05-13T14:17:09,support
19874,119459,shipping_address,WGE9LT,RDX33W,2024-07-27T17:49:42,ops
19875,54859,customer_phone,P34930,XUNSQ5,2024-07-31T03:55:58,support
19876,6864,notes,W42VVY,ZRKOYE,2025-02-06T07:35:33,system
19877,62317,shipping_address,IPEEKI,0ADBB7,2025-04-22T08:44:50,system
19878,1728,current_status,5TR2BJ,QLR24V,2025-06-18T11:37:22,ops
19879,37330,notes,U4CCFY,C8IDQZ,2024-05-05T21:27:00,support
19880,97533,current_status,08XQ2V,AYNA7M,2025-05-09T17:36:55,system
19881,49675,shipping_address,UYGTKK,G65RKD,2024-07-27T00:49:27,system
19882,99872,order_total,K3Y29E,JJ6QLQ,2025-09-23T19:02:06,system
19883,60411,notes,F2DN9Q,UDF04P,2025-08-16T14:08:22,support
19884,51181,customer_phone,HP9GZ9,G3W4GW,2025-01-15T21:53:42,system
19885,80869,shipping_address,LYTDEI,F48I6F,2024-10-15T14:48:57,support
19886,87661,order_total,UWQRW9,6BY9I8,2024-09-16T16:20:45,support
19887,66928,current_status,8A5C3E,7WTY2X,2024-09-19T06:38:50,support
19888,58685,order_total,DXF6DI,3YNN9I,2024-07-03T19:03:08,system
19889,16092,notes,B2XTYO,6V0J4Z,2024-04-10T02:08:35,system
19890,47239,order_total,EK05RD,1J9CK5,2024-04-15T15:31:36,ops
19891,95463,current_status,YGBCAC,B9LRFF,2024-08-13T16:26:16,support
19892,18546,customer_phone,DS3AN0,KXXYXV,2024-05-25T00:38:36,system
19893,54989,notes,F9LW8A,31EY7P,2025-02-18T00:21:33,system
19894,75884,shipping_address,7B2POD,R1WRDM,2025-09-25T22:37:27,ops
19895,42808,current_status,2BU77Y,6AKC6K,2024-07-24T21:21:31,support
19896,25493,current_status,BH1P2G,A1OBZD,2025-08-11T01:26:46,system
19897,26294,order_total,8QKV9E,92EMTY,2025-11-12T07:48:12,support
19898,108224,shipping_address,OQWS59,318H5P,2025-04-09T20:00:28,system
19899,56080,current_status,MKFIBI,EFAQMF,2024-09-19T21:11:16,system
19900,3832,notes,QX1WCN,3BQ0IL,2025-03-29T10:22:40,support
19901,6084,current_status,I5HSJH,8DM4GK,2025-05-29T16:08:08,support
19902,10115,customer_phone,MQH8B9,2Y6FRW,2025-10-20T02:07:23,support
19903,98487,shipping_address,TFYRFA,IXDA72,2024-10-10T06:39:26,support
19904,15850,customer_phone,M7HSRB,PX4OLG,2024-10-23T13:49:07,ops
19905,46199,notes,MFSF2B,RS5BZP,2024-05-22T21:11:24,system
19906,117419,shipping_address,HRPEA2,RTNWAQ,2025-08-02T12:01:38,system
19907,75980,order_total,3JLPJN,JF8UJB,2024-02-26T06:30:34,support
19908,46007,notes,2SZV3Y,3CIRR8,2025-08-21T17:44:36,ops
19909,26674,customer_phone,XG5QZS,BHGKY3,2025-05-19T11:09:09,system
19910,45620,notes,VG9RAM,EVP0RW,2025-05-30T10:24:05,support
19911,102386,order_total,UMHAVW,BR784G,2025-03-09T05:09:57,support
19912,108071,customer_phone,I5HXI4,JD0PLE,2025-06-16T10:56:56,support
19913,39595,current_status,4S09S5,QGVXHY,2025-01-22T19:40:41,system
19914,88428,notes,NVY2Y5,UR4R8I,2026-01-01T23:41:50,support
19915,18077,notes,L3HDH9,GRP5WP,2024-08-02T23:12:25,ops
19916,31250,order_total,3WXRP0,6Q57CG,2025-12-13T08:13:49,support
19917,67236,customer_phone,9YUWQ1,GPOLBP,2025-04-29T17:21:59,system
19918,118065,current_status,2X5POD,NZODHG,2025-11-14T00:10:58,ops
19919,23802,shipping_address,KJ4SX7,93K55G,2025-01-08T13:51:18,ops
19920,115029,customer_phone,QBRJG0,QZRFQ7,2025-01-01T22:54:15,ops
19921,60882,order_total,F1MOJ2,Y49H1G,2024-05-12T09:49:18,support
19922,67221,notes,JJENBG,QDPPTI,2025-11-25T11:03:31,system
19923,96067,customer_phone,BCCU14,I2UDFK,2024-09-18T17:29:48,support
19924,99258,customer_phone,VJIRNX,RVXF9P,2024-07-30T23:59:31,ops
19925,115962,notes,UK46D5,R0XWS2,2025-10-19T10:10:56,support
19926,62450,notes,O6N4FO,HDUZOM,2024-01-20T10:13:51,support
19927,50628,order_total,61D3XI,H7QB9I,2025-07-12T11:02:38,system
19928,51306,notes,5AXHUI,IMNFDP,2025-06-16T23:29:22,ops
19929,108766,customer_phone,S5RISN,ABP5GB,2024-02-12T21:00:09,system
19930,65582,customer_phone,C2TDWR,LDT3NO,2024-07-13T10:34:01,ops
19931,67062,shipping_address,FXAOPO,GFDZWN,2025-12-11T15:47:29,system
19932,108175,notes,P2DBSQ,TUCJAW,2024-02-27T23:00:01,system
19933,105827,notes,2KULJJ,TG6ZKO,2024-04-10T17:15:00,ops
19934,118306,notes,TTHMYC,0B8Y3W,2025-06-12T19:06:07,support
19935,65811,order_total,I0CGI0,O31ZGU,2024-09-12T17:34:46,ops
19936,59751,shipping_address,7UT208,6FMK70,2024-11-26T02:20:14,system
19937,94263,shipping_address,HJM5Y5,A5AR9E,2025-03-25T05:50:33,system
19938,84031,notes,0S68RY,SI5RW9,2024-07-23T11:50:29,system
19939,30163,order_total,YGEHKE,0670JA,2025-06-06T14:52:19,ops
19940,102165,shipping_address,6QBI1I,YIBIGC,2024-12-23T15:22:57,system
19941,15109,customer_phone,9IT408,2DU2ZL,2025-03-07T09:49:09,ops
19942,81854,customer_phone,BOC2KM,JKBECP,2025-11-02T14:26:20,ops
19943,82798,current_status,K79RBS,GXE5SF,2026-02-04T06:39:05,ops
19944,19641,current_status,SFF1XX,H3P2WL,2024-07-07T00:19:38,ops
19945,73360,shipping_address,GPKLLC,FVIMH0,2024-03-07T21:40:12,system
19946,31372,order_total,H58PVT,EPUSFF,2024-11-02T04:26:12,support
19947,35695,shipping_address,K5Q87Z,ZU2MRZ,2025-08-14T07:09:41,ops
19948,93932,current_status,MST4R1,5GXVF5,2024-11-18T20:23:18,support
19949,44355,order_total,Z5JL5X,K4MOHR,2024-04-03T05:52:43,support
19950,24653,shipping_address,6QTKN8,F8PYSY,2025-10-30T07:51:12,support
19951,78276,customer_phone,JUNQHS,AFF2MB,2025-11-03T01:15:03,ops
19952,104881,order_total,R6BWBB,YU062S,2024-01-28T12:13:48,system
19953,98000,current_status,BW5A4M,O53ADV,2024-08-21T16:21:12,ops
19954,107911,notes,Q7LL1F,NUN2S9,2025-01-10T23:12:15,support
